,Charge,Chromatographic peak width (min),Highest Mean,Identifications,Isotope Distribution,Lowest Mean,Max Fold Change,Maximum Abundance,Minimum CV%,Neutral mass (Da),mz,rt
12.47_557.2562m/z,3,0.118383333333334,sss,0,100 - 3.54,ltrs,inf,21.4207987460975,50.24,,557.256237683448,748.495000000002
12.47_558.2590m/z,3,0.0845500000000001,sss,0,100 - 23.6,1,inf,71.5339052068573,10.12,,558.25897427882,748.495000000002
12.53_653.4050m/z,1,0.265133333333333,zero,0,100 - 29.2,2,inf,227.232453692148,51.67,,653.405037297091,751.539
12.54_485.3837m/z,1,0.118383333333334,0,0,100 - 13.4,zero,inf,6.22219342747235,34.2,,485.38374427452,752.554000000002
12.54_535.3992m/z,1,0.569583333333334,prostatitis,0,100 - 26.8,solvent,inf,282.204423856564,12.49,,535.399162036615,752.554000000002
12.54_635.3246m/z,1,0.569583333333334,0,0,100 - 29.7,zero,inf,155.059798769458,20.35,,635.324649946954,752.554000000002
12.56_533.3836m/z,1,0.733233333333335,control,0,100 - 19.5,zero,inf,40.5971042915533,51.93,,533.383563929418,753.568999999998
12.56_656.4306n,1,0.721783333333333,zero,0,100 - 40.9 - 8.63 - 0.524,1,52.7156321252715,5872.77932267698,6.43,656.430575194082,655.423298762082,753.568999999998
12.56_701.4263m/z,1,0.248216666666666,zero,0,100 - 35.7 - 0.959,2,inf,180.234058075291,45.94,,701.426341986481,753.568999999998
12.56_771.3570m/z,1,0.315883333333334,zero,0,100 - 32.6,2,inf,162.975942283313,42.54,,771.357005092631,753.568999999998
12.56_774.3636n,1,0.603383333333333,zero,0,100 - 52.6 - 15.9 - 2.3 - 0.0443,pQC,1773.12604954141,3687.91877462725,26.58,774.363627272232,773.356555581133,753.568999999998
12.56_855.2718m/z,1,0.180566666666666,zero,0,100 - 49.3 - 9.58,2,inf,84.6794906037722,90.94,,855.271803114177,753.568999999998
12.59_443.3151m/z,1,0.3497,0,0,100 - 19.2 - 22.8,sss,inf,96.72853129102,8.83,,443.315060410262,755.598
12.59_515.3731m/z,1,0.248233333333333,control,0,100 - 5.85,zero,inf,8.90323166552022,132.88,,515.373089219948,755.598
12.61_216.8773m/z,1,0.439733333333333,QC,0,100 - 22,ltrs,inf,130.498452495395,53.6,,216.877254393109,756.613000000002
12.61_303.2322m/z,1,0.451183333333333,postcirugia,0,100 - 19 - 0.865 - 0.0184,16,inf,1428.67684895605,14.43,,303.232241135943,756.613000000002
12.61_465.3570m/z,1,0.248233333333333,prostatitis,0,100 - 24.3 - 7.37,solvent,inf,151.832034827223,7.99,,465.356985560802,756.613000000002
12.61_565.2808m/z,3,0.197483333333333,0,0,100 - 0.0989,2,inf,34.3996313734052,35.86,,565.280769838748,756.613000000002
12.61_566.2840m/z,1,0.231316666666666,prostatitis,0,100 - 18.6,zero,inf,5.31124502103492,140.96,,566.284042805428,756.613000000002
12.61_589.2828m/z,1,0.366616666666665,prostatitis,0,100 - 30 - 29.5 - 2.2,solvent,inf,56.1411757341451,41.63,,589.28278477041,756.613000000002
12.63_369.3008m/z,1,0.26515,zero,0,100 - 22.8,2,inf,19.4846290986451,78.19,,369.30078095818,757.627999999998
12.63_439.3422m/z,1,0.163666666666666,0,0,100 - 12.7,zero,inf,24.5655939283136,18.6,,439.342203630886,757.627999999998
12.66_241.2164m/z,1,0.501916666666666,zero,0,100 - 15.1 - 0.196,ltrs,13.7230639881329,8961.33073682489,5.63,,241.216364488313,759.328999999998
12.66_849.5137m/z,1,1.90618333333333,prostatitis,0,100 - 41 - 6.2,ltrs,inf,457.380125461399,74.08,,849.513730543079,759.328999999998
12.66_880.5654n,1,2.32355,calibration,0,100 - 43.3,sss,680.13814255088,8736.93410047092,16.19,880.565437931836,861.547596811836,759.328999999998
12.67_413.7069n,1,5.49871666666667,16,0,100 - 30.8,pQC,13.4132869606659,32315.387884004,5.88,413.706925222289,412.699648790289,760.3439999999999
12.69_433.3310m/z,1,0.180566666666667,0,0,100 - 13.6,1,inf,130.588954286718,6.52,,433.331021372651,761.359000000002
12.69_483.3681m/z,1,0.383533333333332,0,0,100 - 12.4,zero,inf,28.7965585860336,46.05,,483.368061743016,761.359000000002
12.69_517.3885m/z,1,0.298966666666667,prostatitis,0,100 - 24 - 60,zero,inf,102.576953004382,35.04,,517.388518750805,761.359000000002
12.71_264.8199m/z,1,0.304433333333334,16,0,100 - 0.168,zero,91.6173760635297,694.681225310441,13.09,,264.819856584864,762.373999999998
12.71_617.3134m/z,1,0.451166666666667,prostatitis,0,100 - 19,zero,inf,26.1037715569579,125.5,,617.313362780822,762.373999999998
12.74_671.4163m/z,1,0.202966666666667,zero,0,100 - 27.6,2,inf,108.661130819874,62.49,,671.416266988838,764.403
12.76_484.6516m/z,1,2.61108333333333,sss,0,100 - 18 - 19.1,cQC,28.5524198142621,6675.88583954457,9.74,,484.651560704297,765.418000000002
12.77_194.9052m/z,1,2.70708333333333,16,0,100 - 14.5 - 5.45,ltrs,19.0610795160239,42649.7028319785,4.19,,194.905160883709,766.4329999999981
12.77_332.7941m/z,1,4.60183333333333,16,0,100 - 18,pQC,38.9808589136952,22127.0302379879,7.31,,332.794084366295,766.4329999999981
12.77_361.7455m/z,2,0.231316666666666,cancer,0,100 - 0.264,zero,17.6396257136853,107.986634740289,10.15,,361.745492849266,766.4329999999981
12.77_437.9583m/z,1,2.65635,calibration,0,100 - 11.1,pQC,414.255025329106,1437.71681769013,7.17,,437.95831201663,766.4329999999981
12.77_513.6173m/z,1,4.83315,16,0,100,pQC,20.5388445870686,9032.4765594733,6.79,,513.617324272771,766.4329999999981
12.77_594.1034n,1,0.637233333333334,sss,0,100 - 41.9 - 20.5 - 2.91,2,inf,1256.93461541715,53.24,594.103390149515,629.044908128465,766.4329999999981
12.77_898.4754n,1,3.64326666666667,calibration,0,100 - 54.7 - 20.5,2,inf,5477.5365814454,56.13,898.475439737161,957.443490575862,766.4329999999981
12.79_279.2321m/z,1,1.00383333333333,postcirugia,0,100 - 18.9,16,16.2271262906439,6700.3861190956,9.19,,279.232066990206,767.446999999998
12.79_283.7810m/z,1,1.12223333333333,16,0,100 - 35.7 - 2.58 - 0.0139,cQC,4.16052532339635,2519.64388932878,5.49,,283.780971332065,767.446999999998
12.79_294.8303m/z,1,1.37045,sss,0,100 - 18.1 - 7.27,ltrs,28.2544721309719,19620.9375662061,5.85,,294.830320738616,767.446999999998
12.79_335.7805n,1,4.86698333333333,16,0,100 - 19.9 - 6.2 - 0.0253,pQC,10.0665645064893,33476.891428217,4.52,335.780468745931,334.790868581553,767.446999999998
12.79_360.7455m/z,2,0.315866666666667,CRM,0,100 - 4.05,zero,8.77956067097081,269.793639397013,16.19,,360.745514742104,767.446999999998
12.79_389.3308m/z,1,0.186033333333333,QC,0,100 - 22,ltrs,inf,5.97458840297213,173.21,,389.330848624278,767.446999999998
12.79_390.2972n,1,1.00383333333333,solvent,0,100 - 20.8 - 1.43 - 0.102,0,63.8929369193027,6308.85406529701,9.53,390.29719967109,389.289920012167,767.446999999998
12.79_419.1496m/z,1,0.169116666666667,postcirugia,0,100 - 22,2,inf,39.0048305648697,101.52,,419.149639821329,767.446999999998
12.79_447.7424n,1,4.15066666666667,zero,0,100 - 34.3,pQC,8.8368747960193,10551.9280720002,6.08,447.742436662181,432.719536662181,767.446999999998
12.79_474.1617m/z,1,0.135300000000001,solvent,0,100,ltrs,inf,17.4641623784526,178.26,,474.161686227051,767.446999999998
12.79_474.1912n,1,0.3497,solvent,0,100 - 26.9 - 10.3 - 0.555,pQC,536.50625255197,1725.68270509853,57.45,474.191165028631,429.194065028631,767.446999999998
12.79_509.3829m/z,1,1.00383333333333,prostatitis,0,100 - 15.6 - 8.85,2,inf,112.398170922668,38.73,,509.382933402169,767.446999999998
12.79_512.6166m/z,2,0.248233333333333,16,0,100 - 0.233,postcirugia,10.472859333802,2008.36199009293,3.84,,512.616571352058,767.446999999998
12.79_520.4078m/z,1,0.186033333333333,prostatitis,0,100 - 5.97,process blank,inf,6.78366089964959,157.27,,520.407828181101,767.446999999998
12.79_527.1249m/z,1,0.253683333333333,solvent,0,100 - 24.2,2,inf,210.902234290939,86.34,,527.124882025222,767.446999999998
12.79_574.1164n,1,1.00383333333333,zero,0,100 - 40.7 - 27 - 5.34 - 0.841,pQC,276.767765068305,4456.85038742763,17.63,574.116420318292,529.119320318292,767.446999999998
12.79_59.0122m/z,1,0.101483333333334,solvent,0,100,ltrs,inf,50.2506029343618,85.67,,59.0122070346154,767.446999999998
12.79_610.5434m/z,1,0.332783333333333,sss,0,100 - 25.1,pQC,106.829817038179,579.080226653654,15.33,,610.543385242786,767.446999999998
12.81_329.2474m/z,1,0.169133333333333,postcirugia,0,100 - 20.1,zero,inf,88.3888869203891,302.07,,329.247397985076,768.462
12.81_393.7058m/z,1,0.767066666666667,sss,0,100 - 32.3,pQC,23.4964526067547,713.436696676029,10.34,,393.705763843874,768.462
12.82_419.3158m/z,1,0.18605,prostatitis,0,100 - 16.7,process blank,inf,44.0951824216402,23.83,,419.315828263935,769.4770000000019
12.84_465.3576m/z,1,0.2537,prostatitis,0,100 - 17.9,process blank,inf,65.1346194469474,25.34,,465.357591907917,770.491999999998
12.84_565.2789m/z,3,0.20295,sss,0,100 - 0.816,2,inf,94.6768122472428,25.77,,565.278875767797,770.491999999998
12.84_566.2796m/z,3,0.101483333333332,0,0,100 - 0.242,ltrs,inf,2.87409397251205,67.73,,566.279615185922,770.491999999998
12.84_611.4152n,1,0.20295,prostatitis,0,100 - 23.4,solvent,inf,72.6880506379317,79.98,611.415165626588,610.407811555489,770.491999999998
12.84_668.3225m/z,1,0.287533333333334,prostatitis,0,100 - 39.2 - 3.79,zero,inf,110.178386021106,66.14,,668.322460130703,770.491999999998
12.84_768.2477m/z,1,0.219866666666666,prostatitis,0,100 - 41.2 - 2.76,zero,inf,21.7253670287302,132.57,,768.247714823834,770.491999999998
12.86_116.9069m/z,1,0.0338166666666666,cQC,0,100 - 11.9 - 4.02,solvent,inf,10.9109764427373,223.69,,116.906882524619,771.507
12.86_216.8126m/z,1,0.0338166666666666,cQC,0,100 - 24.6,zero,inf,1.41844949807713,1280.62,,216.812562359152,771.507
12.86_484.3390n,1,1.59031666666667,cQC,0,100 - 30 - 8.65 - 0.228,16,262.279632694782,2802.60014932606,23.45,484.338972672785,465.303454622867,771.507
12.86_641.0090m/z,1,0.202966666666667,zero,0,100 - 13.4,2,inf,821.388855821859,10.3,,641.008953559767,771.507
12.88_297.2423m/z,1,0.338266666666666,sss,0,100 - 6.61,1,28.9457641149716,1535.23081697983,8.41,,297.242349305715,772.521
12.89_489.2764m/z,1,0.986933333333335,zero,0,100 - 28.1,calibration,inf,1281.99086858383,365.21,,489.27643661898,773.536000000002
12.91_241.2163m/z,1,0.586483333333334,zero,0,100 - 15.6 - 0.72,ltrs,15.5377486893174,9135.03817791163,1.14,,241.216309472349,774.550999999998
12.91_241.2436m/z,1,0.0676500000000004,QC,0,100 - 17,ltrs,inf,3.19935983627018,248.22,,241.243553444513,774.550999999998
12.93_349.2738m/z,1,0.20295,sss,0,100 - 14.7,calibration,inf,56.4225499614573,69.47,,349.273789240423,775.566
12.93_463.3409m/z,3,0.400433333333332,zero,0,100 - 30.7,2,inf,195.440327127468,10.57,,463.340917257702,775.566
12.93_537.4146m/z,1,0.55265,prostatitis,0,100 - 20.2 - 3.53,zero,inf,211.180213369716,12.12,,537.414606087818,775.566
12.94_459.3102m/z,1,0.682483333333332,zero,0,100 - 21.2,calibration,177.304849981582,389.787789957675,49.32,,459.31015051736,776.5799999999999
12.94_473.3240m/z,3,0.265133333333335,zero,0,100 - 0.661,calibration,inf,74.5102810591014,75.57,,473.323952268415,776.5799999999999
12.94_559.2390m/z,1,0.6203,zero,0,100 - 27.9,calibration,inf,60.3643392037342,200.0,,559.238991756692,776.5799999999999
12.94_563.2643m/z,3,0.321350000000001,0,0,100 - 0.212,ltrs,inf,34.2092747946399,28.46,,563.264311456728,776.5799999999999
