,Charge,Chromatographic peak width (min),Highest Mean,Identifications,Isotope Distribution,Lowest Mean,Max Fold Change,Maximum Abundance,Minimum CV%,Neutral mass (Da),mz,rt
16.74_505.3755m/z,1,1.75398333333333,zero,0,100 - 33.5 - 29.7,1,295.399592730142,12084.798964788,10.63,,505.375463526659,1004.31
16.74_508.4001m/z,1,1.18988333333333,sss,0,100 - 45.6,2,inf,1179.47910794711,12.17,,508.40014628419,1004.31
16.74_601.4519m/z,1,0.417349999999999,sss,0,100 - 25.6,2,inf,3577.30101294514,36.91,,601.451884027686,1004.31
16.74_817.4124m/z,1,0.834716666666669,sss,0,100 - 56 - 4.31,ltrs,inf,840.447529831439,222.88,,817.412432590014,1004.31
16.76_1131.0298m/z,1,2.44195,zero,0,100 - 30.6,2,inf,16495.8056952322,38.9,,1131.02975454627,1005.325000000002
16.76_242.2195m/z,1,2.23898333333333,sss,0,100,postcirugia,49.951146050223,1676.28787071589,5.16,,242.219504543828,1005.325000000002
16.76_337.7240m/z,1,0.817783333333335,process blank,0,100,ltrs,inf,120.632575682698,142.1,,337.724029280669,1005.325000000002
16.76_412.3853m/z,3,0.152216666666664,zero,0,100 - 5.82,2,inf,13.7890897481771,66.75,,412.385258184654,1005.325000000002
16.76_629.4744m/z,1,0.338266666666666,sss,0,100 - 26,ltrs,inf,4522.32513200263,52.16,,629.474357879767,1005.325000000002
16.77_173.0818m/z,1,0.202966666666665,pQC,0,100 - 2.76,calibration,inf,189.697796162208,15.22,,173.081762704647,1006.339000000002
16.77_359.2721m/z,1,0.152216666666664,pQC,0,100 - 6.46,calibration,inf,8.90153964571311,57.14,,359.272136442865,1006.339000000002
16.77_411.3482m/z,1,0.338266666666666,sss,0,100 - 25 - 0.847,2,22.471044263545,1414.96124001111,5.36,,411.348209596758,1006.339000000002
16.77_423.3849m/z,1,0.586483333333334,sss,0,100 - 21.3,16,inf,1377.64055107547,3.3,,423.384897842062,1006.339000000002
16.77_581.0844m/z,1,0.0845666666666638,solvent,0,100 - 55.9,calibration,inf,35.8540975750019,46.74,,581.084397508578,1006.339000000002
16.77_651.4242m/z,1,0.169133333333331,sss,0,100 - 26.5,calibration,inf,56.8777368237129,264.58,,651.424195165327,1006.339000000002
16.77_702.3797n,1,0.118399999999998,process blank,0,100 - 39 - 2.32,calibration,inf,9.19349371995065,318.32,702.379748567836,683.361907447836,1006.339000000002
16.77_713.0540m/z,1,0.202949999999998,solvent,0,100 - 60.9,calibration,inf,38.8284797398625,79.76,,713.053980123198,1006.339000000002
16.77_893.1544m/z,1,0.219866666666665,solvent,0,100 - 82.4 - 78.8 - 41.9,calibration,inf,202.317228163446,141.63,,893.154431760248,1006.339000000002
16.79_121.0287m/z,1,1.50576666666667,16,0,100 - 1.63,ltrs,15.8125914668133,5029.20309258152,6.16,,121.028685248595,1007.353999999998
16.79_383.3527m/z,1,0.400449999999999,0,0,100 - 4.14,2,49.6107350107006,145.569213187468,7.3,,383.352693283649,1007.353999999998
16.79_389.2892m/z,1,1.5565,calibration,0,100 - 12.4,16,inf,976.94152453405,12.6,,389.289185048574,1007.353999999998
16.79_803.1046m/z,1,0.202949999999998,solvent,0,100 - 74.3 - 64.4 - 32.2 - 20,ltrs,inf,253.565005363781,70.21,,803.104627199169,1007.353999999998
16.81_1189.7535m/z,1,0.282049999999998,solvent,0,100 - 75.6,2,inf,326.455755202748,166.66,,1189.75347587837,1008.369
16.81_1191.7689m/z,1,0.767050000000001,solvent,0,100 - 74.1 - 27.7 - 5.24 - 0.738,2,inf,1990.46113757616,101.08,,1191.76885420574,1008.369
16.81_129.0911m/z,1,0.63175,8,0,100,calibration,136.710272271757,936.541958432971,9.97,,129.091131876867,1008.369
16.81_505.0502m/z,1,0.152216666666664,solvent,0,100 - 45.9 - 36.4,calibration,inf,125.862668715164,116.19,,505.050236958663,1008.369
16.81_595.1011m/z,1,0.236783333333332,solvent,0,100 - 54.7 - 43.3 - 16.7 - 7.52,ltrs,inf,506.392313984214,97.81,,595.101140191525,1008.369
16.81_934.6160n,1,1.02076666666667,solvent,0,100 - 52.7 - 12.8 - 1.85,2,inf,2058.69664717158,88.89,934.615993291492,915.598152171492,1008.369
16.82_272.2377n,1,0.687966666666668,sss,0,100 - 0.89,1,32313.5676906169,2101.21850347887,9.11,272.23771620702,271.226520375183,1009.384000000002
16.82_392.3519m/z,1,0.152216666666664,0,0,100 - 83.6,2,inf,24.7289647840425,58.42,,392.351923437108,1009.384000000002
16.82_473.2173m/z,1,0.733233333333335,calibration,0,100 - 8.26,2,inf,522.116905927721,48.36,,473.217298850911,1009.384000000002
16.82_676.4577n,1,0.332799999999999,sss,0,100 - 36 - 4.61,2,inf,4790.63667795688,34.46,676.457702071663,697.432369891663,1009.384000000002
16.82_769.3607m/z,1,0.169116666666667,solvent,0,100 - 45.1 - 12.1,CRM,inf,136.795090910909,55.68,,769.360735603964,1009.384000000002
16.84_130.9737m/z,1,2.45886666666667,0,0,100,ltrs,inf,332.104559041501,13.02,,130.973704280169,1010.398999999998
16.84_143.1066m/z,1,2.13751666666667,sss,0,100,ltrs,26.8058394526411,5774.58288124204,5.47,,143.106647893582,1010.398999999998
16.84_172.1412m/z,1,1.9062,16,0,100,ltrs,253.746986448985,4341.14059925568,5.1,,172.141244508446,1010.398999999998
16.84_230.1852n,1,0.986933333333333,sss,0,100 - 3.05,ltrs,72.7401174246631,6135.98638943429,5.48,230.185228236817,215.162328236817,1010.398999999998
16.84_243.1948m/z,1,0.699400000000001,sss,0,100 - 1.79,1,187.919463761015,2006.06972236975,5.96,,243.19482419487,1010.398999999998
16.84_368.3643n,1,1.95695,sss,0,100 - 21.5,1,11.9158381401933,18974.2348178983,3.56,368.3643262489,367.357022059255,1010.398999999998
16.84_409.3695m/z,1,0.202950000000001,sss,0,100 - 25.6,2,1751.93471322574,694.077692859898,7.06,,409.369539869525,1010.398999999998
16.84_743.1375m/z,1,0.315866666666665,solvent,0,100 - 67.9,calibration,inf,205.337874451825,205.14,,743.137508583823,1010.398999999998
16.86_174.1245n,1,1.13915,sss,0,100 - 0.844,ltrs,80.3448533892283,4549.93241777772,8.36,174.124476182715,173.11710711732,1011.412999999998
16.86_187.1319m/z,1,1.02075,sss,0,100 - 4.15,ltrs,61.7135001440936,3323.26160850559,5.66,,187.131927155706,1011.412999999998
16.87_157.0861m/z,1,0.716316666666668,16,0,100 - 0.343,ltrs,34.9487730433788,1122.42662415814,4.12,,157.086050088152,1012.428
16.87_185.1173m/z,1,1.35353333333333,sss,0,100,ltrs,41.1072343448393,1825.96051346159,5.94,,185.117270860579,1012.428
16.87_190.1417m/z,1,1.31971666666667,0,0,100,zero,inf,16.2428425025755,38.47,,190.141656608978,1012.428
16.87_410.4098n,1,1.66941666666667,sss,0,100 - 16.8,1,114.657519827562,7529.1082735367,3.54,410.409827907424,395.386927907424,1012.428
16.87_667.5097m/z,1,0.671050000000001,0,0,100 - 21.8,2,inf,488.072220516076,5.56,,667.509724727856,1012.428
16.87_789.1412m/z,1,0.231316666666665,solvent,0,100 - 67.7 - 55.9,postcirugia,inf,99.3133749219393,122.07,,789.141151115147,1012.428
16.89_146.0933n,1,1.21823333333333,sss,0,100,ltrs,524.628283594716,2085.87843531658,10.22,146.093262573675,145.085918351882,1013.443000000002
16.89_152.0341m/z,1,1.4212,16,0,100 - 42.8,calibration,521.239775909222,1222.68900552784,11.43,,152.034111002478,1013.443000000002
16.89_200.1185m/z,1,3.209,process blank,0,100 - 14.5,2,1510.09232229371,4935.76566432774,9.96,,200.118495307352,1013.443000000002
16.89_237.7983m/z,1,0.4681,process blank,0,100 - 1.23,calibration,inf,115.612803900825,125.33,,237.798323727424,1013.443000000002
16.89_440.4106m/z,1,0.0676500000000004,sss,0,100 - 0.272,2,inf,70.0220489302517,23.53,,440.41061578837,1013.443000000002
16.89_729.1746m/z,1,0.0845500000000001,solvent,0,100 - 64 - 47.8,cQC,inf,46.8860160986583,273.65,,729.174571070396,1013.443000000002
16.89_773.3558m/z,1,1.60176666666667,calibration,0,100 - 39.6 - 0.433,2,inf,2060.35116491098,45.41,,773.355778573027,1013.443000000002
16.91_144.0781n,1,0.953099999999999,16,0,100,ltrs,58.2725303334803,1235.88172730102,8.61,144.078066038562,143.07051941857,1014.457999999998
16.91_199.1331m/z,1,1.02075,sss,0,100,ltrs,61.6019168315217,1285.15337625291,5.76,,199.133063292847,1014.457999999998
16.91_219.1906n,1,1.72563333333333,sss,0,100 - 18.6,1,33.3496739017299,4123.73915624924,5.65,219.190602904081,437.400260724214,1014.457999999998
16.91_234.1566m/z,1,0.451183333333336,calibration,0,100 - 0.181,2,inf,115.570467766533,16.45,,234.156551105844,1014.457999999998
16.91_239.1272m/z,1,0.834716666666665,16,0,100 - 3.44,zero,28.0739152033057,1819.39286684414,9.06,,239.12723959876,1014.457999999998
16.91_395.3526m/z,1,0.101483333333334,sss,0,100 - 21.9,2,3780.23988059201,67.7432754300456,14.33,,395.352554656154,1014.457999999998
16.91_477.3577m/z,1,0.332799999999999,calibration,0,100 - 13.5,2,inf,176.745026008996,7.59,,477.35769970515,1014.457999999998
16.92_112.0085n,1,3.209,process blank,0,100,sss,3071.45715922309,2661.66147854338,23.92,112.008529388296,96.9856293882962,1015.471999999998
16.92_297.0463m/z,1,0.434266666666669,16,0,100 - 21.9,ltrs,inf,397.93855211463,14.79,,297.046308401285,1015.471999999998
16.92_472.2976m/z,1,1.25753333333333,calibration,0,100,2,inf,906.072865776763,47.08,,472.297624628857,1015.471999999998
16.92_831.5101m/z,1,1.22371666666666,calibration,0,100 - 49.6,2,inf,239.47673849025,64.2,,831.51011080254,1015.471999999998
16.94_371.0650m/z,1,0.366616666666669,solvent,0,100 - 32 - 21.4,calibration,inf,170.664658829812,20.22,,371.065025181896,1016.487
16.94_439.3800m/z,1,0.129833333333334,sss,0,100 - 24 - 0.769,1,16.375000096318,470.459215948196,6.54,,439.380030808009,1016.487
16.94_625.4774m/z,1,0.282050000000002,sss,0,100 - 25.1,2,inf,191.776245587486,24.6,,625.477420959559,1016.487
16.94_627.5140m/z,1,0.53575,sss,0,100 - 16.5 - 4.64,2,inf,6926.02584779302,54.71,,627.514041788321,1016.487
16.94_649.4378m/z,1,0.186050000000002,sss,0,100 - 22,calibration,inf,105.548606692562,200.0,,649.437833261538,1016.487
16.94_713.1450m/z,1,0.197483333333334,solvent,0,100 - 61.3 - 47.4,calibration,inf,70.8944070020328,284.94,,713.145016158397,1016.487
16.96_565.0174m/z,1,0.282050000000002,solvent,0,100 - 50.6 - 41.7 - 13.2,calibration,inf,201.897762466205,13.27,,565.017407350778,1017.502000000002
16.96_655.0684m/z,1,0.248216666666668,solvent,0,100 - 56.7 - 49.5 - 20.4 - 9.4,calibration,inf,202.686098072556,200.0,,655.068426996728,1017.502000000002
16.96_746.1248n,1,0.366616666666669,solvent,0,100 - 70.1 - 49.5 - 25.2 - 13.2 - 2.9,calibration,inf,805.087566826425,200.0,746.124801602146,745.123667118478,1017.502000000002
16.96_817.1574m/z,1,0.197483333333334,solvent,0,100 - 77.6 - 77.2 - 45.2 - 25.6,calibration,inf,423.551649478899,294.92,,817.157380586883,1017.502000000002
16.96_878.1922n,1,0.400433333333336,solvent,0,100 - 79.6 - 69.6 - 26.3 - 9.76 - 3.31,calibration,inf,604.628510373112,250.58,878.192170182607,863.169270182607,1017.502000000002
16.98_121.0632n,1,1.85546666666666,16,0,100 - 0.864,ltrs,6.0540327152092,1994.98548060759,7.33,121.063163365867,106.040263365866,1018.516999999998
16.98_214.0495m/z,1,0.451183333333333,sss,0,100 - 3.86,calibration,inf,2281.29634759243,14.35,,214.049467091833,1018.516999999998
16.98_305.1776m/z,1,0.197483333333334,0,0,100 - 12.5,calibration,inf,43.5424698692907,15.31,,305.177569789453,1018.516999999998
16.98_451.4160m/z,1,1.0884,sss,0,100 - 18.8,2,inf,1744.27113404058,6.94,,451.416015940038,1018.516999999998
16.98_521.0823m/z,1,0.298950000000001,solvent,0,100 - 45.4 - 51.1,calibration,inf,108.703308401821,115.59,,521.082322957648,1018.516999999998
16.98_525.2889m/z,1,0.298966666666665,sss,0,100 - 22.1,2,inf,72.5280067313978,23.57,,525.288922995229,1018.516999999998
16.98_593.1220m/z,1,0.417349999999999,solvent,0,100 - 57.5 - 51 - 21.7 - 10.9 - 3.35 - 0.996,2,inf,3798.50776832592,77.57,,593.121967088918,1018.516999999998
16.98_654.1499n,1,0.129833333333334,solvent,0,100 - 60.4 - 23,2,inf,90.3839724789438,86.82,654.149875342658,639.126975342658,1018.516999999998
16.98_684.1790n,1,0.383516666666669,solvent,0,100 - 64.5 - 59.9 - 22 - 9.34 - 2.65,ltrs,inf,458.771826402925,112.18,684.178986059894,683.171709627894,1018.516999999998
16.98_710.5432n,1,0.806349999999998,sss,0,100 - 34.3 - 1.37,2,inf,2860.91135215826,8.87,710.54323122623,695.534512363109,1018.516999999998
16.99_403.3053m/z,1,0.772533333333332,calibration,0,100 - 12.5,2,inf,799.202082227988,4.13,,403.305299082887,1019.532
16.99_453.3971m/z,1,0.783966666666668,sss,0,100 - 17.7 - 0.193,16,inf,1273.81274003403,2.09,,453.397057138531,1019.532
16.99_667.1401m/z,1,0.366616666666665,solvent,0,100 - 60.9 - 66,CRM,inf,126.258493214322,176.55,,667.140104045085,1019.532
17.02_138.0126m/z,1,2.84238333333333,process blank,0,100 - 4.91,1,5.69736413027494,7675.59884630386,9.23,,138.012630224364,1021.233
17.02_155.0217m/z,1,0.687966666666664,16,0,100 - 7.23,ltrs,218.111768006116,19379.4950452826,8.77,,155.021729075284,1021.233
17.02_314.0786m/z,1,0.501916666666666,solvent,0,100 - 31.8,ltrs,inf,66.9364011404992,174.66,,314.078576733767,1021.233
17.02_395.2436m/z,1,0.851616666666665,calibration,0,100 - 7.09,2,inf,921.526692078899,45.34,,395.24362095397,1021.233
17.02_426.3693n,1,0.986933333333333,sss,0,100 - 24.5 - 1.82,1,10.698625764529,5066.69974728728,5.65,426.369309758835,425.362838135495,1021.233
17.02_459.3259m/z,1,2.54343333333333,sss,0,100 - 24.1 - 2.07,2,inf,25726.2941251534,2.98,,459.325856819317,1021.233
17.02_465.4327m/z,1,0.772533333333332,sss,0,100 - 15.7,2,inf,677.678575890495,6.0,,465.43271511252,1021.233
17.02_554.2610m/z,1,0.231316666666668,calibration,0,100 - 28.6 - 1.42,zero,18.5703637997448,234.367823233536,11.39,,554.26101363751,1021.233
17.02_615.4621m/z,1,0.315866666666668,sss,0,100 - 33.6 - 25.8 - 4.26 - 0.304,2,inf,634.333926589125,24.87,,615.462140504484,1021.233
17.02_654.1856m/z,1,0.112916666666667,calibration,0,100 - 30.1,2,inf,18.1167533621529,68.91,,654.18558922934,1021.233
17.02_789.3495m/z,1,0.953099999999999,calibration,0,100 - 32.8,2,inf,1248.54101544531,48.11,,789.349458765642,1021.233
17.04_439.4126m/z,1,0.231316666666668,sss,0,100 - 23.5 - 0.774,1,9.1616215629355,536.656358439896,8.64,,439.412569352907,1022.248000000002
17.04_459.2016m/z,1,0.953099999999999,calibration,0,100 - 13.3,2,inf,846.963655893933,39.0,,459.201606920133,1022.248000000002
17.04_491.3591m/z,1,1.37045,zero,0,100 - 33.2 - 25.1,1,1903.30983961765,5160.07552169703,14.54,,491.359080876247,1022.248000000002
17.04_506.2917m/z,1,1.4381,sss,0,100 - 33,2,inf,1080.21782205423,22.73,,506.291688776828,1022.248000000002
17.05_1183.9098m/z,1,0.0845666666666673,zero,0,100 - 75.2,calibration,inf,54.657702643022,200.0,,1183.90980607848,1023.262000000002
17.05_223.9777m/z,1,2.40813333333333,solvent,0,100,sss,inf,913.863881175192,29.92,,223.977724388336,1023.262000000002
17.05_311.0984m/z,1,0.129833333333334,solvent,0,100 - 22.3,zero,inf,18.7490968892538,231.38,,311.098425972491,1023.262000000002
17.05_365.3412m/z,1,0.885450000000002,sss,0,100 - 20.2,1,17.6508577999044,316.586814865045,20.59,,365.341247527325,1023.262000000002
17.05_585.4545m/z,1,0.518833333333333,sss,0,100 - 39.6 - 14.3 - 6.87,2,inf,1285.65167188233,17.5,,585.454500523035,1023.262000000002
17.05_598.4542m/z,1,0.231300000000001,sss,0,100,calibration,inf,6.49550664317954,107.22,,598.454226436801,1023.262000000002
17.05_644.4639n,1,1.18988333333333,sss,0,100 - 34.5 - 16.8 - 1.56,2,inf,3084.59859472173,34.07,644.463874951947,599.466774951947,1023.262000000002
17.05_697.3776m/z,1,0.163650000000001,zero,0,100 - 42.5 - 13 - 0.384,2,inf,57.2076576364889,85.88,,697.377612840409,1023.262000000002
17.05_927.7271m/z,1,0.112916666666667,sss,0,100,calibration,inf,4.50992771190456,317.18,,927.727095664621,1023.262000000002
17.05_955.7579m/z,1,0.129833333333334,sss,0,100 - 49.7 - 16.4,calibration,inf,195.722284457474,289.52,,955.757855635358,1023.262000000002
17.07_1011.6568m/z,1,0.129833333333334,CRM,0,100 - 56.5 - 14.8,calibration,inf,5.66865403027595,360.81,,1011.65683128801,1024.276999999998
17.07_1043.8204m/z,1,0.129833333333334,sss,0,100 - 62.4,calibration,inf,431.016627950995,322.8,,1043.82036199764,1024.276999999998
17.07_1045.8371m/z,1,0.163650000000001,sss,0,100 - 56.9 - 28.1 - 2.22,calibration,inf,644.765689708917,334.82,,1045.83714366446,1024.276999999998
17.07_1195.9090m/z,1,0.129833333333334,zero,0,100 - 90.1 - 70.2 - 36.5,calibration,inf,411.235870840496,60.51,,1195.90902793844,1024.276999999998
17.07_409.3693m/z,1,0.231300000000001,sss,0,100 - 24.3,2,inf,340.202632262393,12.37,,409.369318896112,1024.276999999998
17.07_729.1756m/z,1,0.163666666666668,solvent,0,100 - 62.5 - 49.9,cQC,inf,67.1354903268659,290.78,,729.175611273467,1024.276999999998
17.07_805.3450m/z,1,0.823283333333332,calibration,0,100,2,inf,300.069183756314,48.6,,805.344988664511,1024.276999999998
17.07_820.4197m/z,1,0.0845666666666673,zero,0,100 - 17.9,calibration,inf,3.72748733273029,332.96,,820.419728487194,1024.276999999998
17.07_937.7833m/z,3,0.135300000000001,sss,0,100 - 4.93,calibration,inf,147.252214993353,273.89,,937.783273802607,1024.276999999998
17.07_938.7871m/z,3,0.118383333333334,sss,0,100 - 7.31,calibration,inf,74.9459313535225,264.58,,938.787092475149,1024.276999999998
17.09_339.3258m/z,1,2.26138333333333,sss,0,100 - 22.7 - 1.57 - 0.0087,1,28.9147537027209,52535.3181090803,4.08,,339.325832820849,1025.292
17.09_407.3140m/z,1,0.180566666666667,sss,0,100 - 22.3,1,inf,43.1662613874467,25.46,,407.313975661178,1025.292
17.09_562.2955m/z,1,0.219866666666668,sss,0,100 - 18.9,ltrs,inf,215.891593665187,11.4,,562.295470428723,1025.292
17.09_653.4104m/z,1,0.789449999999999,calibration,0,100 - 22.5,2,inf,708.03372100104,18.65,,653.410358033626,1025.292
17.09_680.6657n,1,0.152216666666668,sss,0,100 - 38.1 - 1.42,2,inf,4004.94183368665,91.19,680.665675698193,679.658399266193,1025.292
17.09_697.6325m/z,1,0.197483333333334,sss,0,100 - 33.8 - 0.361,2,inf,199.825924910494,64.02,,697.632465768332,1025.292
17.09_785.6913m/z,1,0.282050000000002,sss,0,100 - 50.6 - 72.8 - 27.7,2,inf,1915.90916218608,81.95,,785.691302645439,1025.292
17.09_877.1231m/z,1,0.219866666666668,solvent,0,100 - 82.1 - 77.4,calibration,inf,182.050612094472,200.0,,877.123125396226,1025.292
17.09_939.7935m/z,1,0.118383333333334,sss,0,100 - 16.7,calibration,inf,37.7328391772552,310.12,,939.793468022342,1025.292
17.11_439.2505m/z,1,0.152216666666668,sss,0,100 - 19.7,calibration,inf,2313.54331468468,195.79,,439.250528103342,1026.307000000002
17.11_655.4202m/z,1,2.40813333333333,calibration,0,100 - 40.5 - 6.83 - 0.123,2,inf,9744.22534666209,36.53,,655.420193695858,1026.307000000002
17.11_753.5296m/z,1,0.282050000000002,sss,0,100 - 44.3 - 9.58,2,inf,940.575611186416,72.45,,753.529635953578,1026.307000000002
17.11_801.6946m/z,1,0.118383333333334,sss,0,100 - 26.4,calibration,inf,210.403976574115,335.14,,801.69464670604,1026.307000000002
17.11_907.8305m/z,3,0.135300000000001,sss,0,100 - 1.27,ltrs,inf,128.704430802789,200.0,,907.830498446539,1026.307000000002
17.11_963.8937m/z,1,0.169133333333335,sss,0,100 - 61.4 - 7.24,ltrs,inf,95.4973412888635,139.77,,963.893651422702,1026.307000000002
17.11_995.7541m/z,3,0.186033333333334,sss,0,100 - 6.14,2,inf,92.1611427694823,102.38,,995.754123875229,1026.307000000002
17.11_996.7573m/z,3,0.169116666666667,sss,0,100 - 10.3,ltrs,inf,54.775926423547,164.62,,996.757312798316,1026.307000000002
17.12_529.4606m/z,1,1.13366666666667,sss,0,100 - 34.3 - 1.82,2,inf,839.55296704942,2.92,,529.460578276026,1027.3219999999978
17.12_669.5664m/z,1,1.15606666666667,calibration,0,100 - 38.8 - 4.85,2,inf,3599.64045869965,61.23,,669.566399196675,1027.3219999999978
17.12_805.6771m/z,1,0.0845666666666673,sss,0,100 - 39.2 - 37.6 - 4.09,2,inf,575.306420854425,95.67,,805.67714173169,1027.3219999999978
17.12_967.1728m/z,1,0.219866666666668,solvent,0,100 - 91.3 - 85.1 - 49.9,calibration,inf,162.012109828234,311.98,,967.172818707684,1027.3219999999978
17.14_511.3540m/z,1,0.169133333333335,process blank,0,100 - 20.1 - 24.5,calibration,inf,7.53403173961883,264.58,,511.354040096511,1028.335999999998
17.14_613.5059m/z,1,0.986933333333333,sss,0,100 - 24.3,2,inf,1437.45740713545,25.88,,613.505941122513,1028.335999999998
17.16_1019.7899m/z,1,0.118383333333334,sss,0,100 - 57.3 - 9.62,2,inf,124.439401492132,240.06,,1019.78989291859,1029.351
17.16_701.4272m/z,1,0.716316666666664,calibration,0,100 - 23.2 - 0.18,2,inf,1018.27391565803,47.69,,701.427248540738,1029.351
17.16_740.4852n,1,0.485016666666667,calibration,0,100 - 40.3 - 6.56 - 0.0639,2,inf,954.223321220785,35.7,740.485193157715,725.462293157715,1029.351
17.16_797.3923m/z,1,0.118383333333334,calibration,0,100 - 43.4 - 1.65,2,inf,106.64579668765,30.25,,797.392322310473,1029.351
17.19_1173.7589m/z,2,0.253699999999998,solvent,0,100 - 4.96,2,inf,160.019989284402,90.86,,1173.75894208461,1031.380999999998
17.19_1174.7631m/z,2,0.236783333333332,solvent,0,100 - 6.41,2,inf,118.74046757135,109.62,,1174.76314547826,1031.380999999998
17.19_1175.7742m/z,1,1.03766666666667,solvent,0,100 - 77.7 - 30.2 - 5.87 - 0.632,2,inf,2883.3073424079,27.4,,1175.77416796429,1031.380999999998
17.21_727.1058m/z,1,0.169116666666667,solvent,0,100 - 67.8 - 62.6,zero,inf,112.835615194484,313.61,,727.105799264218,1032.394999999998
17.21_817.1556m/z,1,0.186033333333334,solvent,0,100 - 77.9 - 71.9 - 38.4,zero,inf,221.916153037041,310.81,,817.155570974575,1032.394999999998
17.24_496.3752n,1,0.253699999999998,calibration,0,100 - 21.3,2,inf,291.656744611495,7.61,496.375187342862,477.357346222862,1034.425000000002
17.27_380.3868n,1,0.270599999999998,calibration,0,100 - 21.5,1,18.1678963405919,238.306366841997,10.37,380.386817757718,439.378975746649,1036.455
17.29_180.0615n,1,0.4681,16,0,100 - 11.4 - 3.91 - 0.363,cQC,18.5766203156413,2077.40041285654,2.19,180.061493207152,239.061681221709,1037.4689999999998
17.29_313.0777m/z,1,0.265133333333331,solvent,0,100 - 18.8 - 9.5 - 1.32,0,462.801247410768,221.454316274489,22.32,,313.077728145319,1037.4689999999998
17.29_878.2151m/z,3,0.468083333333333,sss,0,100 - 3.9,2,inf,1210.44757569586,67.33,,878.215137450228,1037.4689999999998
17.31_877.2143m/z,3,0.434266666666666,sss,0,100 - 5,2,inf,1552.4601189787,64.93,,877.214250150531,1038.484000000002
17.31_879.2138m/z,1,0.332799999999999,solvent,0,100 - 48.5 - 25.1 - 7.66 - 2.49,2,inf,791.628726700385,70.03,,879.213797598565,1038.484000000002
17.31_894.2042m/z,1,0.219866666666665,solvent,0,100 - 80.5 - 67.5 - 32.9,2,inf,186.100119296357,132.79,,894.204203681991,1038.484000000002
17.31_949.1436m/z,1,0.253699999999998,solvent,0,100 - 92.1 - 87.4,ltrs,inf,185.000160378745,278.37,,949.143580582385,1038.484000000002
17.43_599.4668m/z,1,0.400449999999999,sss,0,100 - 35.1 - 3.26,calibration,inf,59.7191582988196,117.12,,599.466755882358,1045.588000000002
17.51_554.2607m/z,1,0.146750000000001,calibration,0,100 - 24.5,zero,98.3418812314708,56.5685516040459,8.74,,554.260730576782,1050.333
17.62_353.3416m/z,1,0.405916666666666,sss,0,100 - 18.5,0,54.9704029976136,559.371077477183,5.72,,353.341556241742,1057.437
17.71_585.4510m/z,1,0.152216666666668,process blank,0,100 - 17.5,calibration,inf,7.73718995075957,323.71,,585.450987811736,1062.511000000002
17.74_667.1403m/z,1,0.202949999999998,solvent,0,100 - 63.9 - 50.8 - 18.9,zero,inf,76.4331533008342,311.62,,667.140270929197,1064.539999999998
17.99_554.2611m/z,1,0.163650000000001,16,0,100 - 22.5,zero,85.2554523563591,37.4263567893229,15.22,,554.26105336977,1079.434000000002
18.13_599.4668m/z,1,0.270616666666669,process blank,0,100 - 24.4,calibration,inf,9.33029421267763,314.02,,599.466761970018,1087.552000000002
18.13_951.2328m/z,1,0.422833333333333,solvent,0,100 - 86.3 - 77.9 - 43.1 - 20.6,ltrs,inf,356.54464742525,173.35,,951.232838064107,1087.552000000002
18.14_561.3533m/z,1,0.704883333333331,calibration,0,100 - 29 - 1,2,inf,288.761902859463,45.64,,561.353250486947,1088.566999999998
18.33_367.3570m/z,1,0.721800000000002,sss,0,100 - 16.1,0,inf,724.185390688138,7.78,,367.356967006688,1099.729000000002
18.40_803.1052m/z,1,0.383533333333332,solvent,0,100 - 73,zero,inf,74.9527942702763,314.86,,803.105206012823,1103.788999999998
18.48_554.2611m/z,1,0.112916666666667,16,0,100 - 21.3,sss,inf,72.7695766393568,12.57,,554.261069840685,1108.5340000000022
18.70_1049.6945m/z,1,0.4681,calibration,0,100 - 58.4 - 10.1,2,inf,332.396332866162,43.25,,1049.69450997242,1121.7259999999978
18.70_977.7640m/z,1,0.253683333333335,calibration,0,100 - 51.9 - 4.33,2,inf,444.331560793969,51.82,,977.763953493515,1121.7259999999978
18.71_743.1384m/z,1,0.270616666666665,solvent,0,100 - 69.7,zero,inf,59.7079935936265,318.78,,743.138411233242,1122.741
18.90_572.4309m/z,1,1.28588333333333,sss,0,100 - 33.9 - 2.98,2,inf,4090.77087551724,47.14,,572.43088748745,1133.904
18.96_554.2604m/z,1,0.0960000000000001,16,0,100 - 22.5,sss,inf,52.0867113381963,17.86,,554.260436811517,1137.634999999998
2.00_438.9406m/z,1,0.197483333333333,sss,0,100 - 22.2,2,inf,174.828235106167,31.49,,438.94062575869,120.13399999999982
2.02_151.0393m/z,1,0.16365,1,0,100 - 4.67,solvent,inf,33.2346969056353,8.87,,151.039333603668,121.149
2.02_171.0653m/z,1,0.14675,0,0,100,zero,inf,17.5155752395993,17.99,,171.065291719696,121.149
2.02_247.1177m/z,1,0.180566666666667,cancer,0,100 - 4.65,zero,inf,52.8023348013664,11.22,,247.117709463883,121.149
2.02_263.1027m/z,1,0.383516666666667,1,0,100 - 14.8 - 0.974,zero,inf,2536.68703719302,1.9,,263.102682750498,121.149
2.02_325.0005m/z,1,0.197483333333333,ltrs,0,100 - 10.4,process blank,inf,20.1396771854292,37.38,,325.000540188059,121.149
2.02_391.0320m/z,1,0.733233333333333,control,0,100,zero,inf,153.74510242138,75.06,,391.03199121926,121.149
